epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
8,0.8603571653366089,0.9182351231575012,0.0005000000237487257,0.3403502106666565,0.9058728814125061,0.8042857050895691,0.8673986196517944,0.9041410684585571,0.6378350257873535,0.9141221642494202,0.8104906678199768
9,0.8728571534156799,0.9263004660606384,0.0005000000237487257,0.32559865713119507,0.9172661900520325,0.8196428418159485,0.8285472989082336,0.8803055286407471,2.0316038131713867,1.0,0.6565144062042236
10,0.8751785755157471,0.9302636384963989,0.0005000000237487257,0.3138671815395355,0.9282511472702026,0.8132143020629883,0.7390202879905701,0.8384094834327698,1.9828746318817139,1.0,0.4771573543548584
11,0.8794642686843872,0.9316341876983643,0.0005000000237487257,0.30679720640182495,0.9234755039215088,0.8274999856948853,0.65625,0.9040526747703552,0.7425649762153625,0.6029082536697388,0.9120135307312012
12,0.8798214197158813,0.9293667078018188,0.0005000000237487257,0.3117625415325165,0.9324929118156433,0.818928599357605,0.8513513803482056,0.8883248567581177,2.5064663887023926,1.0,0.7021996378898621
13,0.8817856907844543,0.9338275790214539,0.0005000000237487257,0.3004177510738373,0.9331442713737488,0.8224999904632568,0.8657094836235046,0.8937733769416809,1.0600885152816772,1.0,0.7309644818305969
14,0.889464259147644,0.936025857925415,0.0002500000118743628,0.29155775904655457,0.9474763870239258,0.8246428370475769,0.8800675868988037,0.9141178727149963,0.41870173811912537,0.9001782536506653,0.8544839024543762
15,0.8876785635948181,0.9397718906402588,0.0002500000118743628,0.28540530800819397,0.9350701570510864,0.833214282989502,0.8420608043670654,0.9067790508270264,0.5428189635276794,0.8344370722770691,0.8527919054031372
16,0.8948214054107666,0.9412034749984741,0.0002500000118743628,0.27999645471572876,0.9388646483421326,0.8446428775787354,0.8944256901741028,0.9129451513290405,0.6268243789672852,0.9429658055305481,0.8392555117607117
17,0.8932142853736877,0.9451870918273926,0.0002500000118743628,0.2717042863368988,0.9428801536560059,0.8371428847312927,0.8978040814399719,0.9161922931671143,0.5449442863464355,0.9450757503509521,0.8443316221237183
18,0.8944643139839172,0.9400651454925537,0.0002500000118743628,0.2816837728023529,0.9437525272369385,0.8389285802841187,0.869087815284729,0.9125229120254517,0.48777303099632263,0.8707482814788818,0.866328239440918
19,0.897857129573822,0.9432331919670105,0.0002500000118743628,0.2705201804637909,0.9417129158973694,0.8482142686843872,0.8032094836235046,0.9085566997528076,0.678772509098053,0.7720364928245544,0.8595600724220276
20,0.899821400642395,0.9456406831741333,0.0001250000059371814,0.2707703709602356,0.9416173696517944,0.8525000214576721,0.8530405163764954,0.9119265079498291,0.7559914588928223,0.8504201769828796,0.85617595911026
21,0.9071428775787354,0.9472754001617432,0.0001250000059371814,0.26301488280296326,0.9552715420722961,0.854285717010498,0.8412162065505981,0.9070258736610413,0.6800874471664429,0.8341625332832336,0.8510998487472534
22,0.9048214554786682,0.947888970375061,0.0001250000059371814,0.26188188791275024,0.9474930763244629,0.8571428656578064,0.8547297120094299,0.9154418706893921,0.5209633708000183,0.8417618274688721,0.8730964660644531
23,0.9021428823471069,0.9491333961486816,0.0001250000059371814,0.25923264026641846,0.9440063238143921,0.8550000190734863,0.8462837934494019,0.9135101437568665,0.6187805533409119,0.8230647444725037,0.8815566897392273
24,0.9135714173316956,0.9534862041473389,0.0001250000059371814,0.2464432418346405,0.9591593742370605,0.8639285564422607,0.8293918967247009,0.9070229530334473,0.7243841290473938,0.8024883270263672,0.8730964660644531
0,0.7423214316368103,0.8077690005302429,0.0005000000237487257,0.5421561598777771,0.7971966862678528,0.6499999761581421,0.5008445978164673,0.5033841133117676,3.1019558906555176,0.0,0.0
1,0.7808928489685059,0.8515002727508545,0.0005000000237487257,0.4748040437698364,0.8251343369483948,0.7128571271896362,0.5008445978164673,0.5,6.1304450035095215,0.0,0.0
2,0.7967857122421265,0.8615856170654297,0.0005000000237487257,0.45577767491340637,0.8394607901573181,0.7339285612106323,0.5042229890823364,0.5736040472984314,5.300605297088623,1.0,0.006768189370632172
3,0.820892870426178,0.8824987411499023,0.0005000000237487257,0.42086610198020935,0.8705154657363892,0.753928542137146,0.5244932174682617,0.5681242346763611,1.3231964111328125,0.5124334096908569,0.9763113260269165
4,0.8276785612106323,0.8883193135261536,0.0005000000237487257,0.4107244312763214,0.869512677192688,0.7710714340209961,0.8310810923576355,0.9088876843452454,0.39945828914642334,0.9827160239219666,0.673434853553772
5,0.8319643139839172,0.8996627330780029,0.0005000000237487257,0.3879934251308441,0.8722466826438904,0.7778571248054504,0.693412184715271,0.7568687200546265,0.7739973068237305,0.6716867685317993,0.7546531558036804
6,0.8482142686843872,0.9092661738395691,0.0005000000237487257,0.36820146441459656,0.8872120976448059,0.7978571653366089,0.8471283912658691,0.8764063715934753,0.6135041117668152,0.9638009071350098,0.720812201499939
7,0.854285717010498,0.9115883111953735,0.0005000000237487257,0.3552202582359314,0.9116182327270508,0.7846428751945496,0.6266891956329346,0.7432567477226257,1.5839967727661133,0.5798499584197998,0.9153976440429688
8,0.8632143139839172,0.9157742857933044,0.0005000000237487257,0.3460715413093567,0.9168033003807068,0.7989285588264465,0.6292229890823364,0.8809046745300293,0.6756409406661987,0.5844444632530212,0.8900169134140015
9,0.8744642734527588,0.9274266362190247,0.0005000000237487257,0.319315105676651,0.9267399311065674,0.8132143020629883,0.8057432174682617,0.8888912200927734,0.5746820569038391,0.7815912365913391,0.8477157354354858
10,0.8787500262260437,0.9318129420280457,0.0002500000118743628,0.30963391065597534,0.9298743605613708,0.8192856907844543,0.8876689076423645,0.8966053128242493,0.4633183479309082,0.9561753273010254,0.8121827244758606
11,0.8798214197158813,0.9305363893508911,0.0002500000118743628,0.3106802999973297,0.9259110689163208,0.8257142901420593,0.8572635054588318,0.8888713121414185,0.6077508926391602,0.9377593398094177,0.7648054361343384
12,0.8810714483261108,0.9306171536445618,0.0002500000118743628,0.3067563772201538,0.9312853813171387,0.822857141494751,0.7837837934494019,0.8854429721832275,0.5812395215034485,0.7549467086791992,0.8392555117607117
13,0.8883928656578064,0.9356966018676758,0.0002500000118743628,0.2970319986343384,0.9376257658004761,0.8321428298950195,0.8133445978164673,0.9056191444396973,0.49814507365226746,0.7846153974533081,0.8629441857337952
14,0.8860714435577393,0.9334031939506531,0.0002500000118743628,0.30182650685310364,0.9372977614402771,0.8274999856948853,0.8057432174682617,0.9008753895759583,0.4905765652656555,0.7807154059410095,0.8494077920913696
0,0.625,0.6803668141365051,0.0005000000237487257,0.6556795239448547,0.6545454263687134,0.5270863771438599,0.5034722089767456,0.5133349299430847,0.728766143321991,0.0,0.0
1,0.71875,0.7921568751335144,0.0005000000237487257,0.5320152044296265,0.7857142686843872,0.6470588445663452,0.5034722089767456,0.6053532958030701,0.7312277555465698,0.0,0.0
2,0.7251461744308472,0.807060956954956,0.0005000000237487257,0.5239673852920532,0.7806215882301331,0.6251830458641052,0.5034722089767456,0.6513141989707947,0.9687918424606323,0.0,0.0
3,0.59375,0.6901960372924805,0.0005000000237487257,0.7467364072799683,0.6666666865348816,0.47058823704719543,0.5034722089767456,0.5372558832168579,0.9768491387367249,0.0,0.0
4,0.7529239654541016,0.8122776746749878,0.0005000000237487257,0.5227218270301819,0.8203703761100769,0.6476607918739319,0.5034722089767456,0.6417410373687744,1.339165210723877,0.0,0.0
5,0.65625,0.71484375,0.0005000000237487257,0.6196492910385132,0.692307710647583,0.5625,0.5034722089767456,0.6769471764564514,1.348691701889038,0.0,0.0
6,0.7646198868751526,0.8325966596603394,0.0002500000118743628,0.5002644062042236,0.8382899761199951,0.6574344038963318,0.5034722089767456,0.6762237548828125,1.8133703470230103,0.0,0.0
7,0.84375,0.8670634627342224,0.0002500000118743628,0.37975648045539856,0.9090909361839294,0.7142857313156128,0.5034722089767456,0.6852664351463318,1.82387375831604,0.0,0.0
8,0.777046799659729,0.8453570008277893,0.0002500000118743628,0.483082115650177,0.8505535125732422,0.6729927062988281,0.5034722089767456,0.6398601531982422,2.3153820037841797,0.0,0.0
9,0.75,0.8627451062202454,0.0002500000118743628,0.4250006377696991,0.7333333492279053,0.7333333492279053,0.5034722089767456,0.6363636255264282,2.3309550285339355,0.0,0.0
10,0.777046799659729,0.8485904932022095,0.0002500000118743628,0.46859210729599,0.8460144996643066,0.6797671318054199,0.5034722089767456,0.5419580340385437,2.996506929397583,0.0,0.0
0,0.8632143139839172,0.9283367991447449,0.0010000000474974513,0.3455908000469208,0.9124087691307068,0.8035714030265808,0.49662160873413086,0.5,5.207825183868408,0.0,0.0
1,0.9010714292526245,0.9541344046592712,0.0010000000474974513,0.2647387385368347,0.9257012605667114,0.8721428513526917,0.49662160873413086,0.5,7.614160537719727,0.0,0.0
2,0.9157142639160156,0.962929368019104,0.0010000000474974513,0.23706352710723877,0.9470046162605286,0.8807142972946167,0.49662160873413086,0.5,20.840917587280273,0.0,0.0
3,0.9139285683631897,0.9633989930152893,0.0010000000474974513,0.2353389412164688,0.9347336888313293,0.8899999856948853,0.7027027010917664,0.8808724880218506,1.6169884204864502,1.0,0.4093959629535675
4,0.9282143115997314,0.9714318513870239,0.0010000000474974513,0.20230214297771454,0.9504132270812988,0.9035714268684387,0.8040540814399719,0.9043624401092529,1.5127308368682861,1.0,0.6107382774353027
5,0.9296428561210632,0.9715237021446228,0.0010000000474974513,0.20220273733139038,0.9458858370780945,0.9114285707473755,0.9645270109176636,0.9770921468734741,0.1661342978477478,1.0,0.9295302033424377
6,0.9328571557998657,0.9710475206375122,0.0010000000474974513,0.19934332370758057,0.9495549201965332,0.9142857193946838,0.5033783912658691,0.9317673444747925,1.178126573562622,0.5033783912658691,1.0
7,0.9342857003211975,0.9727742075920105,0.0010000000474974513,0.1945417821407318,0.9517087936401367,0.9150000214576721,0.8581081032752991,0.9495559930801392,0.34233739972114563,0.8429487347602844,0.8825503587722778
8,0.9399999976158142,0.97589111328125,0.0010000000474974513,0.17562629282474518,0.9631578922271729,0.9150000214576721,0.9206081032752991,0.9814580678939819,0.1921919286251068,0.8909657597541809,0.9597315192222595
9,0.9610714316368103,0.983615517616272,0.0010000000474974513,0.13984841108322144,0.9835206270217896,0.9378571510314941,0.9408783912658691,0.979586124420166,0.2061007171869278,0.9311475157737732,0.9530201554298401
10,0.9521428346633911,0.9801009893417358,0.0010000000474974513,0.15361478924751282,0.9654411673545837,0.9378571510314941,0.5033783912658691,0.6757065057754517,2.929610013961792,0.5033783912658691,1.0
11,0.9578571319580078,0.9811073541641235,0.0005000000237487257,0.1448422223329544,0.9741124510765076,0.9407142996788025,0.9560810923576355,0.9812012314796448,0.16890618205070496,0.9625850319862366,0.9496644139289856
12,0.9621428847312927,0.9828497767448425,0.0005000000237487257,0.13879767060279846,0.9778434038162231,0.9457142949104309,0.9831081032752991,0.989213764667511,0.09297893196344376,0.9931507110595703,0.9731543660163879
13,0.9696428775787354,0.9878953695297241,0.0005000000237487257,0.11256344616413116,0.984524667263031,0.954285740852356,0.8986486196517944,0.9843400716781616,0.26696500182151794,0.847953200340271,0.9731543660163879
14,0.9592857360839844,0.9825265407562256,0.0005000000237487257,0.13532210886478424,0.9827327132225037,0.9350000023841858,0.8243243098258972,0.9787986278533936,0.4310276508331299,0.75,0.9765100479125977
15,0.9632142782211304,0.9842846989631653,0.0005000000237487257,0.1251428723335266,0.9771891236305237,0.9485714435577393,0.9290540814399719,0.9822742342948914,0.19540992379188538,0.905063271522522,0.9597315192222595
16,0.9660714268684387,0.9827780723571777,0.0005000000237487257,0.1286173164844513,0.9822616577148438,0.9492856860160828,0.8851351141929626,0.9887800216674805,0.2683717906475067,0.8248587846755981,0.9798657894134521
17,0.9646428823471069,0.983742356300354,0.0005000000237487257,0.1325577050447464,0.981495201587677,0.9471428394317627,0.974662184715271,0.9869425296783447,0.11244581639766693,1.0,0.9496644139289856
18,0.9632142782211304,0.9845625162124634,0.0002500000118743628,0.1253470629453659,0.9771891236305237,0.9485714435577393,0.9729729890823364,0.9828391671180725,0.15314802527427673,0.9895833134651184,0.9563758373260498
19,0.9664285778999329,0.9866985082626343,0.0002500000118743628,0.11669288575649261,0.9822747707366943,0.949999988079071,0.9391891956329346,0.9806418418884277,0.21103234589099884,0.9198718070983887,0.963087260723114
20,0.9721428751945496,0.9880737066268921,0.0002500000118743628,0.1048591360449791,0.9881831407546997,0.9557142853736877,0.9290540814399719,0.984391450881958,0.19800935685634613,0.895061731338501,0.9731543660163879
0,0.8717857003211975,0.9340305924415588,0.0010000000474974513,0.32415589690208435,0.9095200896263123,0.8257142901420593,0.49662160873413086,0.5,5.712827682495117,0.0,0.0
1,0.8896428346633911,0.9535357356071472,0.0010000000474974513,0.2705181837081909,0.9073935747146606,0.8678571581840515,0.49662160873413086,0.5,6.788480758666992,0.0,0.0
2,0.9228571653366089,0.9680757522583008,0.0010000000474974513,0.22059175372123718,0.9505327343940735,0.8921428322792053,0.5016891956329346,0.5788590908050537,5.750350475311279,1.0,0.010067113675177097
3,0.9203571677207947,0.9655863046646118,0.0010000000474974513,0.22467225790023804,0.942148745059967,0.895714282989502,0.5033783912658691,0.5,3.7294318675994873,0.5033783912658691,1.0
4,0.9378571510314941,0.9735492467880249,0.0010000000474974513,0.19004952907562256,0.9636913537979126,0.9100000262260437,0.5033783912658691,0.5,10.503763198852539,0.5033783912658691,1.0
5,0.9382143020629883,0.973524808883667,0.0010000000474974513,0.1914004236459732,0.9561338424682617,0.918571412563324,0.5675675868988037,0.9492135643959045,0.694344699382782,0.5379061102867126,1.0
6,0.9446428418159485,0.9774422645568848,0.0010000000474974513,0.1742166131734848,0.9621380567550659,0.9257143139839172,0.9087837934494019,0.9756540656089783,0.20938019454479218,0.8812500238418579,0.9463087320327759
7,0.9457142949104309,0.9784176349639893,0.0010000000474974513,0.17219150066375732,0.9615384340286255,0.9285714030265808,0.6942567825317383,0.8305369019508362,2.620936155319214,1.0,0.39261746406555176
8,0.9453571438789368,0.9773275852203369,0.0010000000474974513,0.16800273954868317,0.9698567986488342,0.9192857146263123,0.9645270109176636,0.9932942986488342,0.08994853496551514,1.0,0.9295302033424377
9,0.958214282989502,0.9835224747657776,0.0010000000474974513,0.13488738238811493,0.9805243611335754,0.9350000023841858,0.9543918967247009,0.9820059537887573,0.1720253974199295,0.9593220353126526,0.9496644139289856
10,0.9596428275108337,0.9836767911911011,0.0010000000474974513,0.13794733583927155,0.9756097793579102,0.9428571462631226,0.9712837934494019,0.9827192425727844,0.16880418360233307,1.0,0.9429529905319214
11,0.9528571367263794,0.9773856997489929,0.0010000000474974513,0.15917305648326874,0.966176450252533,0.9385714530944824,0.5033783912658691,0.5,5.0338335037231445,0.5033783912658691,1.0
12,0.9642857313156128,0.9809867143630981,0.0010000000474974513,0.14033430814743042,0.9821958541870117,0.9457142949104309,0.5033783912658691,0.5493196845054626,2.9784109592437744,0.5033783912658691,1.0
13,0.9714285731315613,0.9890999794006348,0.0010000000474974513,0.10835619270801544,0.9867256879806519,0.9557142853736877,0.974662184715271,0.9808074235916138,0.14447817206382751,0.9964912533760071,0.9530201554298401
14,0.9657142758369446,0.9856160879135132,0.0005000000237487257,0.12326909601688385,0.9865671396255493,0.9442856907844543,0.8885135054588318,0.9849506616592407,0.24968945980072021,0.8372092843055725,0.9664429426193237
15,0.9689285755157471,0.9848407506942749,0.0005000000237487257,0.11944611370563507,0.9823659062385559,0.9549999833106995,0.9797297120094299,0.9924268126487732,0.094215989112854,0.9965277910232544,0.963087260723114
16,0.9689285755157471,0.9870163202285767,0.0005000000237487257,0.11448177695274353,0.9816581010818481,0.9557142853736877,0.8969594836235046,0.9836780428886414,0.24707719683647156,0.8475073575973511,0.9697986841201782
0,0.8356214165687561,0.9074720144271851,0.0005000000237487257,0.3851333260536194,0.8680444955825806,0.7907313704490662,0.4982638955116272,0.7863472700119019,1.3213320970535278,0.0,0.0
1,0.84375,0.9595141410827637,0.0005000000237487257,0.3217628300189972,0.8888888955116272,0.8421052694320679,0.4982638955116272,0.841493546962738,1.3335503339767456,0.0,0.0
2,0.9042630195617676,0.9514702558517456,0.0005000000237487257,0.27703022956848145,0.93016117811203,0.8744588494300842,0.4982638955116272,0.5,4.371938228607178,0.0,0.0
3,0.90625,0.9246031641960144,0.0005000000237487257,0.34567686915397644,0.9230769276618958,0.8571428656578064,0.4982638955116272,0.5,4.376535415649414,0.0,0.0
4,0.9060693383216858,0.9585970640182495,0.0005000000237487257,0.25884920358657837,0.9290076494216919,0.8793352842330933,0.4982638955116272,0.5,8.06473445892334,0.0,0.0
5,0.96875,1.0,0.0005000000237487257,0.11147705465555191,0.9411764740943909,1.0,0.4982638955116272,0.5,8.157867431640625,0.0,0.0
6,0.9212427735328674,0.9677230715751648,0.0002500000118743628,0.2257041335105896,0.9505409598350525,0.8887283205986023,0.4982638955116272,0.5,10.789216995239258,0.0,0.0
7,0.9375,0.912109375,0.0002500000118743628,0.3491792678833008,1.0,0.875,0.4982638955116272,0.5,10.854252815246582,0.0,0.0
8,0.9266618490219116,0.9630281329154968,0.0002500000118743628,0.2388315349817276,0.9517980217933655,0.8988439440727234,0.4982638955116272,0.5,9.502963066101074,0.0,0.0
9,0.96875,0.99609375,0.0002500000118743628,0.1108773872256279,1.0,0.9375,0.4982638955116272,0.5,9.474943161010742,0.0,0.0
10,0.928106963634491,0.9696411490440369,0.0002500000118743628,0.21781989932060242,0.9596273303031921,0.8937093019485474,0.5451388955116272,0.7093425393104553,3.193791389465332,1.0,0.09342560917139053
0,0.788294792175293,0.8634178638458252,0.0005000000237487257,0.46413981914520264,0.8316666483879089,0.7221418023109436,0.4982638955116272,0.8720085024833679,1.716784954071045,0.0,0.0
1,0.90625,0.9543651342391968,0.0005000000237487257,0.252819687128067,1.0,0.8333333134651184,0.4982638955116272,0.7802767753601074,1.7499759197235107,0.0,0.0
2,0.8930636048316956,0.9523801803588867,0.0005000000237487257,0.2746523916721344,0.9314740896224976,0.8477157354354858,0.4982638955116272,0.5,5.2802534103393555,0.0,0.0
3,0.90625,1.0,0.0005000000237487257,0.26296377182006836,1.0,0.8571428656578064,0.4982638955116272,0.5,5.337554454803467,0.0,0.0
4,0.9042630195617676,0.9630140662193298,0.0005000000237487257,0.24252668023109436,0.9251908659934998,0.8788977265357971,0.4982638955116272,0.5,10.256349563598633,0.0,0.0
5,0.8125,0.9956710338592529,0.0005000000237487257,0.36401307582855225,1.0,0.7142857313156128,0.4982638955116272,0.5,10.298913955688477,0.0,0.0
6,0.9248554706573486,0.9672982096672058,0.0002500000118743628,0.21939393877983093,0.9528228640556335,0.893401026725769,0.4982638955116272,0.5,13.83278751373291,0.0,0.0
7,0.84375,0.9783550500869751,0.0002500000118743628,0.31317687034606934,1.0,0.761904776096344,0.4982638955116272,0.5,13.823427200317383,0.0,0.0
8,0.9212427735328674,0.9640267491340637,0.0002500000118743628,0.2287403643131256,0.9485406875610352,0.8910533785820007,0.4982638955116272,0.5,15.196611404418945,0.0,0.0
9,0.9375,0.988095223903656,0.0002500000118743628,0.136681467294693,0.9285714030265808,0.9285714030265808,0.4982638955116272,0.5,15.136165618896484,0.0,0.0
10,0.9248554706573486,0.967605471611023,0.0002500000118743628,0.22021456062793732,0.9503058195114136,0.89682537317276,0.4982638955116272,0.5,11.546337127685547,0.0,0.0
0,0.9539285898208618,0.9856464266777039,0.0010000000474974513,0.13755854964256287,0.9781790971755981,0.9285714030265808,0.49662160873413086,0.5,42.17221450805664,0.0,0.0
1,0.9642857313156128,0.990418553352356,0.0010000000474974513,0.1086680144071579,0.9765396118164062,0.9514285922050476,0.49662160873413086,0.5,54.914451599121094,0.0,0.0
2,0.9760714173316956,0.9947651028633118,0.0010000000474974513,0.07484857738018036,0.9840232133865356,0.9678571224212646,0.5033783912658691,0.5,15.34345817565918,0.5033783912658691,1.0
3,0.9689285755157471,0.9915882349014282,0.0010000000474974513,0.09369812160730362,0.9795471429824829,0.9578571319580078,0.5033783912658691,0.5,16.05105209350586,0.5033783912658691,1.0
4,0.9739285707473755,0.993358850479126,0.0010000000474974513,0.08046349138021469,0.9860805869102478,0.9614285826683044,0.8665540814399719,0.997888445854187,0.3029616177082062,0.7935656905174255,0.9932885766029358
5,0.9753571152687073,0.9942502975463867,0.0010000000474974513,0.07115720212459564,0.9868324995040894,0.9635714292526245,0.8361486196517944,0.9026845693588257,1.5615395307540894,1.0,0.6744966506958008
6,0.979285717010498,0.9955233931541443,0.0010000000474974513,0.06593107432126999,0.9855282306671143,0.9728571176528931,0.6908783912658691,0.8372483253479004,2.037607192993164,1.0,0.38590604066848755
7,0.9746428728103638,0.9950829148292542,0.0010000000474974513,0.07660820335149765,0.9818709492683411,0.9671428799629211,0.7466216087341309,0.8758389353752136,2.605801582336426,1.0,0.4966442883014679
8,0.9753571152687073,0.9931658506393433,0.0010000000474974513,0.08456022292375565,0.9832970499992371,0.9671428799629211,0.9881756901741028,0.9995777606964111,0.03220934048295021,1.0,0.9765100479125977
9,0.9839285612106323,0.9957038164138794,0.0010000000474974513,0.06145624816417694,0.9912980198860168,0.9764285683631897,0.6486486196517944,0.657130241394043,18.448026657104492,0.6541095972061157,0.6409395933151245
10,0.9828571677207947,0.9961910247802734,0.0010000000474974513,0.06175002455711365,0.9898550510406494,0.9757142663002014,0.6875,0.6894032955169678,33.787803649902344,0.6565096974372864,0.7953020334243774
11,0.983214259147644,0.9971301555633545,0.0010000000474974513,0.05422913283109665,0.9877433180809021,0.9785714149475098,0.6908783912658691,0.6851458549499512,9.06297492980957,0.6258205771446228,0.9597315192222595
12,0.9867857098579407,0.9953178763389587,0.0010000000474974513,0.05293981730937958,0.9913482069969177,0.9821428656578064,0.9070945978164673,0.9882550239562988,0.3749869763851166,1.0,0.8154362440109253
13,0.9878571629524231,0.9964439272880554,0.0010000000474974513,0.04704973101615906,0.9899569749832153,0.9857142567634583,0.9695945978164673,0.9899328947067261,0.14342442154884338,1.0,0.9395973086357117
14,0.987500011920929,0.9980068206787109,0.0005000000237487257,0.03967645391821861,0.9913606643676758,0.9835714101791382,0.9881756901741028,0.994966447353363,0.07018687576055527,1.0,0.9765100479125977
15,0.9892857074737549,0.996674656867981,0.0005000000237487257,0.043667349964380264,0.9928057789802551,0.9857142567634583,0.9898648858070374,0.9936652183532715,0.17236484587192535,0.9965986609458923,0.9832214713096619
